"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UKM00003772","HEATHROW, UK","2010-10-05","0.06",,"60","65",
"UKM00003772","HEATHROW, UK","2010-10-06","0.00",,"58","65",
"UKM00003772","HEATHROW, UK","2010-10-07","0.12",,"56","65","46"
"UKM00003772","HEATHROW, UK","2010-10-08","0.00",,"62","70",
"UKM00003772","HEATHROW, UK","2010-10-09","0.00",,"61",,
"UKM00003772","HEATHROW, UK","2010-10-10","0.00",,"60","69",
"UKM00003772","HEATHROW, UK","2010-10-11","0.00",,"57","65",
"UKM00003772","HEATHROW, UK","2010-10-12","0.00",,"54","60","49"
"UKM00003772","HEATHROW, UK","2010-10-13","0.00",,"52","54","49"
"UKM00003772","HEATHROW, UK","2010-10-14","0.00",,"51","53","49"
"UKM00003772","HEATHROW, UK","2010-10-15","0.00",,"51","56",
"UKM00003772","HEATHROW, UK","2010-10-16","0.06",,"48","56",
"UKM00003772","HEATHROW, UK","2010-10-17","0.00",,"46","57",
"UKM00003772","HEATHROW, UK","2010-10-18",,,"49","58","37"
"UKM00003772","HEATHROW, UK","2010-10-19","0.20",,"49","57",
"UKM00003772","HEATHROW, UK","2010-10-20","0.00",,"41","49",
"UKM00003772","HEATHROW, UK","2010-10-21","0.00",,"43","54","31"
"UKM00003772","HEATHROW, UK","2010-10-22","0.01",,"48","58","38"
"UKM00003772","HEATHROW, UK","2010-10-23","0.00",,"50","55",
"UKM00003772","HEATHROW, UK","2010-10-24","0.01",,"44","52","37"
"UKM00003772","HEATHROW, UK","2010-10-25","0.00",,"42","54","34"
"UKM00003772","HEATHROW, UK","2010-10-26","0.00",,"48",,"35"
"UKM00003772","HEATHROW, UK","2010-10-27","0.17",,"57","64",
"UKM00003772","HEATHROW, UK","2010-10-28","0.01",,"56",,"50"
"UKM00003772","HEATHROW, UK","2010-10-29","0.00",,"55",,
"UKM00003772","HEATHROW, UK","2010-10-30","0.20",,"52","58",
"UKM00003772","HEATHROW, UK","2010-10-31","0.16",,"52",,
"UKM00003772","HEATHROW, UK","2010-11-01",,,"51","57",
"UKM00003772","HEATHROW, UK","2010-11-02","0.02",,"56","60","49"
"UKM00003772","HEATHROW, UK","2010-11-03","0.00",,"59",,
"UKM00003772","HEATHROW, UK","2010-11-04","0.00",,"61","65",
"UKM00003772","HEATHROW, UK","2010-11-05",,,"59","63",
"UKM00003772","HEATHROW, UK","2010-11-06","0.26",,"48",,
"UKM00003772","HEATHROW, UK","2010-11-07","0.00",,"43","49","40"
"UKM00003772","HEATHROW, UK","2010-11-08","0.12",,"44","49","40"
"UKM00003772","HEATHROW, UK","2010-11-09","0.16",,"45",,
"UKM00003772","HEATHROW, UK","2010-11-10","0.00",,"40","47",
"UKM00003772","HEATHROW, UK","2010-11-11","0.01",,"48","59","33"
"UKM00003772","HEATHROW, UK","2010-11-12","0.22",,"51","54",
"UKM00003772","HEATHROW, UK","2010-11-13","0.11",,"49","51",
"UKM00003772","HEATHROW, UK","2010-11-14","0.00",,"44",,
"UKM00003772","HEATHROW, UK","2010-11-15","0.00",,"38","47",
"UKM00003772","HEATHROW, UK","2010-11-16","0.00",,"37",,"31"
"UKM00003772","HEATHROW, UK","2010-11-17","0.01",,"44","45","39"
"UKM00003772","HEATHROW, UK","2010-11-18","0.00",,"46","52","41"
"UKM00003772","HEATHROW, UK","2010-11-19",,,"44","54",
"UKM00003772","HEATHROW, UK","2010-11-20","0.01",,"44","47",
"UKM00003772","HEATHROW, UK","2010-11-21","0.02",,"44",,"41"
"UKM00003772","HEATHROW, UK","2010-11-22","0.00",,"43","46",
"UKM00003772","HEATHROW, UK","2010-11-23","0.01",,"43","46",
"UKM00003772","HEATHROW, UK","2010-11-24","0.00",,"36","42",
"UKM00003772","HEATHROW, UK","2010-11-25","0.01",,"35","36","32"
"UKM00003772","HEATHROW, UK","2010-11-26","0.00",,"32","39",
"UKM00003772","HEATHROW, UK","2010-11-27","0.00",,"30","35","26"
"UKM00003772","HEATHROW, UK","2010-11-28","0.00",,"29","35",
"UKM00003772","HEATHROW, UK","2010-11-29","0.00",,"32","35","29"
"UKM00003772","HEATHROW, UK","2010-11-30","0.01",,"34","36",
"UKM00003772","HEATHROW, UK","2010-12-01","0.06",,"32",,
"UKM00003772","HEATHROW, UK","2010-12-02","0.00","0.8","31","32",
"UKM00003772","HEATHROW, UK","2010-12-03","0.01","0.4","26",,"23"
"UKM00003772","HEATHROW, UK","2010-12-04","0.00",,"39","44","25"
"UKM00003772","HEATHROW, UK","2010-12-05","0.02",,"35","41",
"UKM00003772","HEATHROW, UK","2010-12-06","0.00",,"29","31",
"UKM00003772","HEATHROW, UK","2010-12-07","0.00",,"31",,"28"
"UKM00003772","HEATHROW, UK","2010-12-08","0.00",,"33","38",
"UKM00003772","HEATHROW, UK","2010-12-09","0.00",,"33","40","28"
"UKM00003772","HEATHROW, UK","2010-12-10","0.00",,"40","45","33"
"UKM00003772","HEATHROW, UK","2010-12-11","0.00",,"44",,"41"
"UKM00003772","HEATHROW, UK","2010-12-12","0.00",,"39","43",
"UKM00003772","HEATHROW, UK","2010-12-13","0.01",,"36","40","30"
"UKM00003772","HEATHROW, UK","2010-12-14","0.01",,"39","41",
"UKM00003772","HEATHROW, UK","2010-12-15","0.00",,"36","41",
"UKM00003772","HEATHROW, UK","2010-12-16","0.02",,"39","45",
"UKM00003772","HEATHROW, UK","2010-12-17","0.13",,"26","32",
"UKM00003772","HEATHROW, UK","2010-12-18","0.01","3.1","27","33","20"
"UKM00003772","HEATHROW, UK","2010-12-19","0.01","2.0","27","33",
"UKM00003772","HEATHROW, UK","2010-12-20","0.00","2.0","26","34","15"
"UKM00003772","HEATHROW, UK","2010-12-21","0.08","1.2","34",,
"UKM00003772","HEATHROW, UK","2010-12-22","0.12","0.8","34",,
"UKM00003772","HEATHROW, UK","2010-12-23","0.00","0.4","34","36","30"
"UKM00003772","HEATHROW, UK","2010-12-24","0.01","0.4","33","36",
"UKM00003772","HEATHROW, UK","2010-12-25","0.01","0.4","29",,
"UKM00003772","HEATHROW, UK","2010-12-26","0.00","0.8","28","35",
"UKM00003772","HEATHROW, UK","2010-12-27","0.00","0.4","38","41","33"
"UKM00003772","HEATHROW, UK","2010-12-28","0.22",,"41",,"36"
"UKM00003772","HEATHROW, UK","2010-12-29","0.00",,"46","49","44"
"UKM00003772","HEATHROW, UK","2010-12-30","0.04",,"44",,
"UKM00003772","HEATHROW, UK","2010-12-31","0.00",,"42",,"41"
"UKM00003772","HEATHROW, UK","2011-01-01","0.00",,"42","45",
"UKM00003772","HEATHROW, UK","2011-01-02","0.02",,"37","39",
"UKM00003772","HEATHROW, UK","2011-01-03","0.00",,"35","37",
"UKM00003772","HEATHROW, UK","2011-01-04","0.00",,"37",,"33"
"UKM00003772","HEATHROW, UK","2011-01-05","0.00",,"42","45","39"
"UKM00003772","HEATHROW, UK","2011-01-06","0.02",,"39",,
"UKM00003772","HEATHROW, UK","2011-01-07","0.45",,"43","51","34"
"UKM00003772","HEATHROW, UK","2011-01-08","0.51",,"44","51",
"UKM00003772","HEATHROW, UK","2011-01-09","0.04",,"38","45",
"UKM00003772","HEATHROW, UK","2011-01-10","0.00",,"40","48","29"
"UKM00003772","HEATHROW, UK","2011-01-11","0.28",,"42","47",
"UKM00003772","HEATHROW, UK","2011-01-12","0.28",,"49",,"39"
"UKM00003772","HEATHROW, UK","2011-01-13","0.03",,"54",,
"UKM00003772","HEATHROW, UK","2011-01-14","0.30",,"51","54",
"UKM00003772","HEATHROW, UK","2011-01-15","0.01",,"51","53",
"UKM00003772","HEATHROW, UK","2011-01-16","0.00",,"52","54",
"UKM00003772","HEATHROW, UK","2011-01-17","0.55",,"46",,
"UKM00003772","HEATHROW, UK","2011-01-18","0.47",,"41","45",
"UKM00003772","HEATHROW, UK","2011-01-19","0.01",,"37","45","30"
"UKM00003772","HEATHROW, UK","2011-01-20","0.01",,"39","42","35"
"UKM00003772","HEATHROW, UK","2011-01-21","0.00",,"35",,
"UKM00003772","HEATHROW, UK","2011-01-22","0.01",,"39",,"32"
"UKM00003772","HEATHROW, UK","2011-01-23","0.01",,"44",,"42"
"UKM00003772","HEATHROW, UK","2011-01-24","0.00",,"42","45",
"UKM00003772","HEATHROW, UK","2011-01-25","0.02",,"43",,"34"
"UKM00003772","HEATHROW, UK","2011-01-26","0.02",,"42","45",
"UKM00003772","HEATHROW, UK","2011-01-27","0.01",,"36","38",
"UKM00003772","HEATHROW, UK","2011-01-28","0.00",,"33",,
"UKM00003772","HEATHROW, UK","2011-01-29","0.00",,"33",,"32"
"UKM00003772","HEATHROW, UK","2011-01-30","0.00",,"35","42",
"UKM00003772","HEATHROW, UK","2011-01-31","0.00",,"34","41",
"UKM00003772","HEATHROW, UK","2011-02-01","0.00",,"38","46","28"
"UKM00003772","HEATHROW, UK","2011-02-02","0.01",,"44",,
"UKM00003772","HEATHROW, UK","2011-02-03","0.00",,"45","51",
"UKM00003772","HEATHROW, UK","2011-02-04","0.00",,"51","54","47"
"UKM00003772","HEATHROW, UK","2011-02-05","0.00",,"53","56","52"
"UKM00003772","HEATHROW, UK","2011-02-06","0.00",,"51",,
"UKM00003772","HEATHROW, UK","2011-02-07","0.00",,"48","54",
"UKM00003772","HEATHROW, UK","2011-02-08","0.00",,"40","51",
"UKM00003772","HEATHROW, UK","2011-02-09","0.01",,"47","51","40"
"UKM00003772","HEATHROW, UK","2011-02-10","0.00",,"49",,"46"
"UKM00003772","HEATHROW, UK","2011-02-11","0.35",,"50",,"46"
"UKM00003772","HEATHROW, UK","2011-02-12","0.11",,"47","53",
"UKM00003772","HEATHROW, UK","2011-02-13","0.00",,"45","48","40"
"UKM00003772","HEATHROW, UK","2011-02-14","0.19",,"43","50","39"
"UKM00003772","HEATHROW, UK","2011-02-15","0.02",,"42",,"39"
"UKM00003772","HEATHROW, UK","2011-02-16","0.00",,"43","52","35"
"UKM00003772","HEATHROW, UK","2011-02-17","0.01",,"44","50",
"UKM00003772","HEATHROW, UK","2011-02-18","0.00",,"41","48",
"UKM00003772","HEATHROW, UK","2011-02-19","0.44",,"41","44","37"
"UKM00003772","HEATHROW, UK","2011-02-20","0.00",,"41",,
"UKM00003772","HEATHROW, UK","2011-02-21","0.00",,"42","45",
"UKM00003772","HEATHROW, UK","2011-02-22","0.02",,"43","45",
"UKM00003772","HEATHROW, UK","2011-02-23","0.15",,"47","52","43"
"UKM00003772","HEATHROW, UK","2011-02-24","0.00",,"51","58",
"UKM00003772","HEATHROW, UK","2011-02-25","0.00",,"51","57","44"
"UKM00003772","HEATHROW, UK","2011-02-26","0.24",,"47",,
"UKM00003772","HEATHROW, UK","2011-02-27","0.12",,"41","50",
"UKM00003772","HEATHROW, UK","2011-02-28","0.02",,"39","41",
"UKM00003772","HEATHROW, UK","2011-03-01","0.00",,"39",,
"UKM00003772","HEATHROW, UK","2011-03-02","0.00",,"39","45",
"UKM00003772","HEATHROW, UK","2011-03-03","0.00",,"36","41","31"
"UKM00003772","HEATHROW, UK","2011-03-04","0.00",,"38","46","33"
"UKM00003772","HEATHROW, UK","2011-03-05","0.00",,"39","47","34"
"UKM00003772","HEATHROW, UK","2011-03-06","0.01",,"40","46",
"UKM00003772","HEATHROW, UK","2011-03-07","0.00",,"40","50",
"UKM00003772","HEATHROW, UK","2011-03-08","0.00",,"40",,
"UKM00003772","HEATHROW, UK","2011-03-09","0.00",,"45","52","38"
"UKM00003772","HEATHROW, UK","2011-03-10","0.00",,"48","56","41"
"UKM00003772","HEATHROW, UK","2011-03-11","0.00",,"46","54",
"UKM00003772","HEATHROW, UK","2011-03-12","0.00",,"49","56","44"
"UKM00003772","HEATHROW, UK","2011-03-13","0.01",,"48","51",
"UKM00003772","HEATHROW, UK","2011-03-14","0.09",,"43","55","32"
"UKM00003772","HEATHROW, UK","2011-03-15","0.00",,"49",,"44"
"UKM00003772","HEATHROW, UK","2011-03-16","0.00",,"47","50",
"UKM00003772","HEATHROW, UK","2011-03-17","0.00",,"43","51",
"UKM00003772","HEATHROW, UK","2011-03-18","0.20",,"43",,
"UKM00003772","HEATHROW, UK","2011-03-19","0.00",,"41","54",
"UKM00003772","HEATHROW, UK","2011-03-20","0.00",,"45","56",
"UKM00003772","HEATHROW, UK","2011-03-21","0.01",,"48","60","37"
"UKM00003772","HEATHROW, UK","2011-03-22","0.00",,"52","62","44"
"UKM00003772","HEATHROW, UK","2011-03-23","0.00",,"51","63",
"UKM00003772","HEATHROW, UK","2011-03-24","0.00",,"50","62",
"UKM00003772","HEATHROW, UK","2011-03-25","0.00",,"52","66",
"UKM00003772","HEATHROW, UK","2011-03-26","0.00",,"50","58","43"
"UKM00003772","HEATHROW, UK","2011-03-27","0.01",,"49","59","44"
"UKM00003772","HEATHROW, UK","2011-03-28","0.00",,"50","60",
"UKM00003772","HEATHROW, UK","2011-03-29","0.00",,"50",,"39"
"UKM00003772","HEATHROW, UK","2011-03-30","0.02",,"51",,
"UKM00003772","HEATHROW, UK","2011-03-31","0.21",,"56","65",
"UKM00003772","HEATHROW, UK","2011-04-01","0.01",,"56",,"53"
"UKM00003772","HEATHROW, UK","2011-04-02","0.00",,"57","64",
"UKM00003772","HEATHROW, UK","2011-04-03","0.00",,"50","60","41"
"UKM00003772","HEATHROW, UK","2011-04-04","0.00",,"49","58",
"UKM00003772","HEATHROW, UK","2011-04-05","0.06",,"52","56","48"
"UKM00003772","HEATHROW, UK","2011-04-06","0.01",,"62","73",
"UKM00003772","HEATHROW, UK","2011-04-07","0.00",,"58","71",
"UKM00003772","HEATHROW, UK","2011-04-08","0.00",,"59","71","46"
"UKM00003772","HEATHROW, UK","2011-04-09","0.00",,"55","66",
"UKM00003772","HEATHROW, UK","2011-04-10","0.00",,"55","69",
"UKM00003772","HEATHROW, UK","2011-04-11","0.00",,"55","68",
"UKM00003772","HEATHROW, UK","2011-04-12","0.00",,"50","58",
"UKM00003772","HEATHROW, UK","2011-04-13","0.00",,"47","56","40"
"UKM00003772","HEATHROW, UK","2011-04-14","0.00",,"51","56","45"
"UKM00003772","HEATHROW, UK","2011-04-15","0.00",,"55","64",
"UKM00003772","HEATHROW, UK","2011-04-16","0.00",,"56","63",
"UKM00003772","HEATHROW, UK","2011-04-17","0.00",,"57","68",
"UKM00003772","HEATHROW, UK","2011-04-18","0.00",,"55","67",
"UKM00003772","HEATHROW, UK","2011-04-19","0.00",,"61","77","48"
"UKM00003772","HEATHROW, UK","2011-04-20","0.00",,"62","80","49"
"UKM00003772","HEATHROW, UK","2011-04-21","0.00",,"64","79","53"
"UKM00003772","HEATHROW, UK","2011-04-22","0.00",,"65","79",
"UKM00003772","HEATHROW, UK","2011-04-23","0.00",,"66","81",
"UKM00003772","HEATHROW, UK","2011-04-24","0.02",,"62","74","52"
"UKM00003772","HEATHROW, UK","2011-04-25","0.00",,"59",,
"UKM00003772","HEATHROW, UK","2011-04-26","0.00",,"53",,
"UKM00003772","HEATHROW, UK","2011-04-27","0.00",,"53","63",
"UKM00003772","HEATHROW, UK","2011-04-28","0.00",,"52","63","43"
"UKM00003772","HEATHROW, UK","2011-04-29","0.00",,"57","69","49"
"UKM00003772","HEATHROW, UK","2011-04-30","0.00",,"60","71","52"
"UKM00003772","HEATHROW, UK","2011-05-01","0.00",,"59","68","53"
"UKM00003772","HEATHROW, UK","2011-05-02","0.00",,"54","63",
"UKM00003772","HEATHROW, UK","2011-05-03","0.00",,"50","60","43"
"UKM00003772","HEATHROW, UK","2011-05-04","0.00",,"52","65",
"UKM00003772","HEATHROW, UK","2011-05-05","0.00",,"57","71","47"
"UKM00003772","HEATHROW, UK","2011-05-06","0.00",,"64","77",
"UKM00003772","HEATHROW, UK","2011-05-07","0.12",,"64","74","57"
"UKM00003772","HEATHROW, UK","2011-05-08","0.37",,"61",,
"UKM00003772","HEATHROW, UK","2011-05-09","0.00",,"60","69","51"
"UKM00003772","HEATHROW, UK","2011-05-10","0.00",,"60","71","47"
"UKM00003772","HEATHROW, UK","2011-05-11","0.00",,"56","65","48"
"UKM00003772","HEATHROW, UK","2011-05-12","0.00",,"55","67",
"UKM00003772","HEATHROW, UK","2011-05-13","0.00",,"55","65",
"UKM00003772","HEATHROW, UK","2011-05-14","0.00",,"54","63",
"UKM00003772","HEATHROW, UK","2011-05-15","0.00",,"54",,
"UKM00003772","HEATHROW, UK","2011-05-16","0.00",,"58","68","52"
"UKM00003772","HEATHROW, UK","2011-05-17",,,"58","66","51"
"UKM00003772","HEATHROW, UK","2011-05-18","0.08",,"58","69",
"UKM00003772","HEATHROW, UK","2011-05-19","0.00",,"57","69","44"
"UKM00003772","HEATHROW, UK","2011-05-20","0.00",,"58","67","50"
"UKM00003772","HEATHROW, UK","2011-05-21","0.00",,"60","71",
"UKM00003772","HEATHROW, UK","2011-05-22","0.04",,"58","68",
"UKM00003772","HEATHROW, UK","2011-05-23",,,"56","68","49"
"UKM00003772","HEATHROW, UK","2011-05-24","0.00",,"56","67",
"UKM00003772","HEATHROW, UK","2011-05-25","0.00",,"57","69",
"UKM00003772","HEATHROW, UK","2011-05-26","0.28",,"56","63",
"UKM00003772","HEATHROW, UK","2011-05-27","0.02",,"54","62",
"UKM00003772","HEATHROW, UK","2011-05-28","0.00",,"55","63","48"
"UKM00003772","HEATHROW, UK","2011-05-29","0.00",,"61","68","55"
"UKM00003772","HEATHROW, UK","2011-05-30","0.00",,"57",,
"UKM00003772","HEATHROW, UK","2011-05-31","0.08",,"54",,"44"
"UKM00003772","HEATHROW, UK","2011-06-01","0.00",,"58","71",
"UKM00003772","HEATHROW, UK","2011-06-02","0.00",,"64",,
"UKM00003772","HEATHROW, UK","2011-06-03","0.00",,"67","78","55"
"UKM00003772","HEATHROW, UK","2011-06-04","0.00",,"65","81",
"UKM00003772","HEATHROW, UK","2011-06-05","0.00",,"58","67",
"UKM00003772","HEATHROW, UK","2011-06-06","0.71",,"53","60",
"UKM00003772","HEATHROW, UK","2011-06-07","0.37",,"58","67","50"
"UKM00003772","HEATHROW, UK","2011-06-08","0.00",,"56","65","47"
"UKM00003772","HEATHROW, UK","2011-06-09","0.07",,"56","64","49"
"UKM00003772","HEATHROW, UK","2011-06-10","0.02",,"53",,"46"
"UKM00003772","HEATHROW, UK","2011-06-11","0.10",,"54","66","45"
"UKM00003772","HEATHROW, UK","2011-06-12","0.00",,"53",,"45"
"UKM00003772","HEATHROW, UK","2011-06-13","0.24",,"63","71",
"UKM00003772","HEATHROW, UK","2011-06-14","0.00",,"62","73",
"UKM00003772","HEATHROW, UK","2011-06-15","0.00",,"62","68","57"
"UKM00003772","HEATHROW, UK","2011-06-16","0.01",,"56","64",
"UKM00003772","HEATHROW, UK","2011-06-17","0.56",,"55","60","49"
"UKM00003772","HEATHROW, UK","2011-06-18","0.31",,"57","65","51"
"UKM00003772","HEATHROW, UK","2011-06-19","0.06",,"59","66","52"
"UKM00003772","HEATHROW, UK","2011-06-20","0.00",,"59","70","49"
"UKM00003772","HEATHROW, UK","2011-06-21","0.12",,"62","71",
"UKM00003772","HEATHROW, UK","2011-06-22","0.00",,"59",,"53"
"UKM00003772","HEATHROW, UK","2011-06-23","0.16",,"58","67",
"UKM00003772","HEATHROW, UK","2011-06-24","0.07",,"57","67","48"
"UKM00003772","HEATHROW, UK","2011-06-25","0.00",,"63","75","52"
"UKM00003772","HEATHROW, UK","2011-06-26","0.01",,"71","83",
"UKM00003772","HEATHROW, UK","2011-06-27","0.00",,"77","88",
"UKM00003772","HEATHROW, UK","2011-06-28","0.31",,"64","68",
"UKM00003772","HEATHROW, UK","2011-06-29","0.00",,"60","69",
"UKM00003772","HEATHROW, UK","2011-06-30","0.00",,"59","69","49"
"UKM00003772","HEATHROW, UK","2011-07-01","0.00",,"60","69","50"
"UKM00003772","HEATHROW, UK","2011-07-02","0.00",,"64",,
"UKM00003772","HEATHROW, UK","2011-07-03","0.00",,"65","75",
"UKM00003772","HEATHROW, UK","2011-07-04","0.00",,"67","78","56"
"UKM00003772","HEATHROW, UK","2011-07-05","0.00",,"64","79","54"
"UKM00003772","HEATHROW, UK","2011-07-06","0.20",,"61","69","55"
"UKM00003772","HEATHROW, UK","2011-07-07","0.00",,"60","69",
"UKM00003772","HEATHROW, UK","2011-07-08","0.09",,"60","68","55"
"UKM00003772","HEATHROW, UK","2011-07-09","0.03",,"62","72","55"
"UKM00003772","HEATHROW, UK","2011-07-10","0.00",,"63","73",
"UKM00003772","HEATHROW, UK","2011-07-11","0.00",,"66","76",
"UKM00003772","HEATHROW, UK","2011-07-12","0.00",,"63","67",
"UKM00003772","HEATHROW, UK","2011-07-13","0.00",,"60","65","55"
"UKM00003772","HEATHROW, UK","2011-07-14","0.00",,"64",,
"UKM00003772","HEATHROW, UK","2011-07-15","0.00",,"65","78",
"UKM00003772","HEATHROW, UK","2011-07-16","0.02",,"61","68",
"UKM00003772","HEATHROW, UK","2011-07-17","0.33",,"60","67","55"
"UKM00003772","HEATHROW, UK","2011-07-18","0.20",,"59","67",
"UKM00003772","HEATHROW, UK","2011-07-19","0.07",,"59",,
"UKM00003772","HEATHROW, UK","2011-07-20","0.83",,"59","65",
"UKM00003772","HEATHROW, UK","2011-07-21","0.02",,"60","66",
"UKM00003772","HEATHROW, UK","2011-07-22","0.09",,"60",,"51"
"UKM00003772","HEATHROW, UK","2011-07-23","0.00",,"60","66",
"UKM00003772","HEATHROW, UK","2011-07-24","0.02",,"62","75","49"
"UKM00003772","HEATHROW, UK","2011-07-25","0.00",,"64","75","52"
"UKM00003772","HEATHROW, UK","2011-07-26","0.00",,"63","69","57"
"UKM00003772","HEATHROW, UK","2011-07-27","0.00",,"63",,"59"
"UKM00003772","HEATHROW, UK","2011-07-28","0.00",,"67","76","58"
"UKM00003772","HEATHROW, UK","2011-07-29","0.00",,"63","70","57"
"UKM00003772","HEATHROW, UK","2011-07-30","0.00",,"63","73","54"
"UKM00003772","HEATHROW, UK","2011-07-31","0.00",,"65","76",
"UKM00003772","HEATHROW, UK","2011-08-01","0.00",,"71","84","61"
"UKM00003772","HEATHROW, UK","2011-08-02",,,"73","83",
"UKM00003772","HEATHROW, UK","2011-08-03","0.00",,"72","86",
"UKM00003772","HEATHROW, UK","2011-08-04","0.47",,"65","71",
"UKM00003772","HEATHROW, UK","2011-08-05","0.00",,"66","78","58"
"UKM00003772","HEATHROW, UK","2011-08-06","0.00",,"62","69",
"UKM00003772","HEATHROW, UK","2011-08-07","0.12",,"60","69","54"
"UKM00003772","HEATHROW, UK","2011-08-08","0.06",,"61","71","52"
"UKM00003772","HEATHROW, UK","2011-08-09","0.00",,"61","71",
"UKM00003772","HEATHROW, UK","2011-08-10","0.00",,"63",,
"UKM00003772","HEATHROW, UK","2011-08-11","0.00",,"64","73",
"UKM00003772","HEATHROW, UK","2011-08-12","0.05",,"65",,"60"
"UKM00003772","HEATHROW, UK","2011-08-13","0.00",,"64","72",
"UKM00003772","HEATHROW, UK","2011-08-14","0.00",,"64","74",
"UKM00003772","HEATHROW, UK","2011-08-15","0.00",,"62","73",
"UKM00003772","HEATHROW, UK","2011-08-16","0.00",,"63",,"57"
"UKM00003772","HEATHROW, UK","2011-08-17","0.00",,"61","70",
"UKM00003772","HEATHROW, UK","2011-08-18","0.07",,"56","62",
"UKM00003772","HEATHROW, UK","2011-08-19","0.62",,"60","71","48"
"UKM00003772","HEATHROW, UK","2011-08-20","0.00",,"63","71","57"
"UKM00003772","HEATHROW, UK","2011-08-21","0.13",,"65","75",
"UKM00003772","HEATHROW, UK","2011-08-22","0.00",,"63","74","52"
"UKM00003772","HEATHROW, UK","2011-08-23","0.20",,"59",,
"UKM00003772","HEATHROW, UK","2011-08-24",,,"62","72","57"
"UKM00003772","HEATHROW, UK","2011-08-25","0.26",,"61","69",
"UKM00003772","HEATHROW, UK","2011-08-26","0.40",,"58","63",
"UKM00003772","HEATHROW, UK","2011-08-27","0.22",,"58","66","52"
"UKM00003772","HEATHROW, UK","2011-08-28","0.03",,"58","67",
"UKM00003772","HEATHROW, UK","2011-08-29","0.00",,"58","65","50"
"UKM00003772","HEATHROW, UK","2011-08-30","0.00",,"59","63",
"UKM00003772","HEATHROW, UK","2011-08-31","0.00",,"60","65",
"UKM00003772","HEATHROW, UK","2011-09-01","0.00",,"60","70","51"
"UKM00003772","HEATHROW, UK","2011-09-02","0.00",,"66","81","55"
"UKM00003772","HEATHROW, UK","2011-09-03","0.00",,"65","75","58"
"UKM00003772","HEATHROW, UK","2011-09-04","0.16",,"62","67",
"UKM00003772","HEATHROW, UK","2011-09-05","0.02",,"59","67",
"UKM00003772","HEATHROW, UK","2011-09-06","0.65",,"60","66",
"UKM00003772","HEATHROW, UK","2011-09-07","0.01",,"57","63","53"
"UKM00003772","HEATHROW, UK","2011-09-08","0.02",,"61","69","55"
"UKM00003772","HEATHROW, UK","2011-09-09","0.00",,"66","71","61"
"UKM00003772","HEATHROW, UK","2011-09-10","0.01",,"66","73",
"UKM00003772","HEATHROW, UK","2011-09-11","0.14",,"62","70","59"
"UKM00003772","HEATHROW, UK","2011-09-12","0.02",,"64","71",
"UKM00003772","HEATHROW, UK","2011-09-13","0.01",,"58","67",
"UKM00003772","HEATHROW, UK","2011-09-14","0.00",,"58","68","50"
"UKM00003772","HEATHROW, UK","2011-09-15","0.00",,"57","68",
"UKM00003772","HEATHROW, UK","2011-09-16","0.02",,"62","73",
"UKM00003772","HEATHROW, UK","2011-09-17","0.01",,"57","67",
"UKM00003772","HEATHROW, UK","2011-09-18","0.00",,"54","63","45"
"UKM00003772","HEATHROW, UK","2011-09-19","0.00",,"57","67",
"UKM00003772","HEATHROW, UK","2011-09-20","0.00",,"62","68",
"UKM00003772","HEATHROW, UK","2011-09-21","0.10",,"59","65","55"
"UKM00003772","HEATHROW, UK","2011-09-22","0.00",,"59","67",
"UKM00003772","HEATHROW, UK","2011-09-23","0.00",,"56",,"47"
"UKM00003772","HEATHROW, UK","2011-09-24","0.00",,"58","70",
"UKM00003772","HEATHROW, UK","2011-09-25","0.01",,"62","71","52"
"UKM00003772","HEATHROW, UK","2011-09-26","0.00",,"64","73",
"UKM00003772","HEATHROW, UK","2011-09-27","0.17",,"61","71","53"
"UKM00003772","HEATHROW, UK","2011-09-28","0.01",,"66","79",
"UKM00003772","HEATHROW, UK","2011-09-29","0.00",,"67","83","55"
"UKM00003772","HEATHROW, UK","2011-09-30","0.00",,"68","83","54"
"UKM00003772","HEATHROW, UK","2011-10-01","0.00",,"68","84","55"
"UKM00003772","HEATHROW, UK","2011-10-02","0.00",,"67","83","55"
"UKM00003772","HEATHROW, UK","2011-10-03","0.00",,"67","80",
"UKM00003772","HEATHROW, UK","2011-10-04","0.00",,"62","67",
"UKM00003772","HEATHROW, UK","2011-10-05","0.01",,"63","68",
"UKM00003772","HEATHROW, UK","2011-10-06","0.00",,"56",,
"UKM00003772","HEATHROW, UK","2011-10-07","0.02",,"53","62",
"UKM00003772","HEATHROW, UK","2011-10-08","0.00",,"54",,"48"
"UKM00003772","HEATHROW, UK","2011-10-09","0.02",,"63","70","57"
"UKM00003772","HEATHROW, UK","2011-10-10","0.02",,"63","69","61"
"UKM00003772","HEATHROW, UK","2011-10-11","0.00",,"62","68",
"UKM00003772","HEATHROW, UK","2011-10-12","0.00",,"61","68",
"UKM00003772","HEATHROW, UK","2011-10-13","0.00",,"58","64",
"UKM00003772","HEATHROW, UK","2011-10-14","0.00",,"53","62","46"
"UKM00003772","HEATHROW, UK","2011-10-15","0.00",,"52","64",
"UKM00003772","HEATHROW, UK","2011-10-16","0.00",,"51","65","40"
"UKM00003772","HEATHROW, UK","2011-10-17","0.00",,"55","63",
"UKM00003772","HEATHROW, UK","2011-10-18","0.12",,"51","57",
